ID,Plaintext,Ciphertext,Length
970,"But in any case it does not seem to be a nice household for a young lady.” “But the money, Mr.","*iD!-e33RVbun#;K9VaN ey-eBiMD#*ez3F( 5Bef*IM13RDIWgk:KU;:OIkI53;=,gW:URuN.BxrFxt1<2x1DIuU2v=pk",94
971,It is true that ‘For Mrs.,2UV/V_3e5*=3.I;;6UuK1(r?R,25
972,"So there were quarrels, and this, I am sure, was one of them.” “And your father?” asked Holmes.","2, -8kM1e34VX5I-3*,*Yeg(Ae,RVMOzi*IMzjV@*,!ee3#D=uPUVviXSPIg7;IIWgBuv1#I.Ux;52=W7EyrYuPugs3p.*R",95
973,We shall now see how the electric-blue dress will become you.,dKe#C5j1(qNe8IB3Cje3U-ezUFem(e:UuQrkU5URUuUP3t:w6UcNIUS03JUxR,61
974,Might I beg that you will break it off.” The banker recoiled in horror.,"*-#V1NjgCVer@eN32Y3ih,5j1NK3M*w5O*Fp1uW0U;XIxIUS0vo1Ixx=6U hPW3=vBW;.kk",71
975,"Hosmer Angel?” “He was a very shy man, Mr.","*i!MN(Ne,Mfi V1jF-e(/4TPWrPu1MiKgpP=u=Grpk",42
976,"Then he turned the handle and entered, I at his heels, with the cocked pistol in my hand.","dpV5Ui 2gN+G*,*31eqjV=V_(e8eB,IMjIMe3N!N*,U,t5r5;tvBuUX7vg7i6P31rK;;;V61Uu;5:JMBBu.1r2;Q2",89
977,General Information About Project Gutenberg™ electronic works Professor Michael S.,"Cem31VaqYe(vF31-bj,/eI^R3C e3XXUF_VaEeM!ziv<rSx7KErlyI.q3I;5lP1ivdkrB(hI.xNRrAd-rR",82
978,That is just my point.,b1/NV28(i_N6K1IDu:=2WR,22
979,I shall be happy to give you an opinion upon the subject in the course of a day or two.,"G:V-s5MYeOX*,*13CDRe3U/5g1g-pNKe!-ZN/Me5jMO.;XS0UXb=R1pUxIQEBr.;2ruUuj3IW;5:y6Uxg:aEr5x",87
980,But I must owe something.,"G13,aeg3yVOdquW:uIOUR*uWE",25
981,It read in this fashion: “THE RED-HEADED LEAGUE IS DISSOLVED.,"cnLj.eOMY)P?oFh5H59gifO=3Uis,3.IvZ1ru;EKI.!WAp:oWBBrrUWIcuQF2",61
982,"It was a chestnut.” “Tired-looking or fresh?” “Oh, fresh and glossy.” “Thank you.","dKPpNVbRY NpVq(e3V1(,O##1<w;,;Vbd:q39(A3.I#IFdNtux1rvGkfW1.Evuu1K1.NIQBWyRx16QAxR",81
983,"Did I buy the geese off you?” “No; but one of them was mine all the same,” whined the little man.","BMe^B,,*81Uej9O,*jM!i(AV,*Yeg3u9QV1X5x-zj-,*u5OI7:W0R;51V5ExEyu1xBDI.Ux;5B#IBvgS;5;ZU1NW3;5W;tUGk",97
984,He hurried to his chamber and was down again in a few minutes dressed as a common loafer.,"*zH,gVZ9(M8x,5qd1V0OM1UpoUg5fiIMe5M*=VZN!V5eoUuSiBR;;:XCPg7iK:OrFFrWgEV:WuN:vu3gIF2b.WYOk",89
985,She would rush to secure it.,"bi,Tz#*(5NDFeeuU(tB6u;=5dv1R",28
986,That bears out his story.,"d#2(i3X(9D3MtXI,QIyIIIu.x",25
987,And no later than this morning.,G1i-(i*p3V^n#iIQ7W=<5ruQ;II2SWE,31
988,Consider what is involved by your theory.,"d#,*NKN58jw1(i_UVDEgC.I*rNK1IW4h30=xt;5.x",41
989,I did not know what to do.,G5Z3MigW3FN;(rBBkI?OiXIR:x,26
990,"Besides, she is not so very young.","G;KNe,a3F(i,OzDEz,I*I;51IkIRpP=xtE",34
991,Don’t you dare to meddle with my affairs.,2U4fNV31eD8VZe95X5Bg7.6Ey:QUR:3cUUu:=aYWR,41
992,"As to the photograph, your client may rest in peace.","C_ Ui2,NM300*NKe#M/G#e3#*Y6;=uUdy=<d1xt:rPIG=vu1r*Z(",52
993,"Just as I arrived the door was opened, and we were shown up together to Holmes’ room.","*/Vx, -ZV,C/*KUg(eei!Npe80/(AV/5,*8!VMOf3y5uIKWgSp3;5:xr#IJP31QBViPUuOrT;=N5rRp.*uWx2",85
994,And underneath?” “‘Sold to Mr.,"*iZN ,V13niD;NgSBt*S#uu1;.BRpk",30
995,"Watson, before whom you can speak as freely as before myself.","2jyV,aD(M8j((Mh Op*X5#Ue#q5!a_:KRr0(.UNJEy:Q;*ogI.VkgI,xv:yPx",61
996,"Next day I was inclined to think that I had made a mistake, and by the day after I was sure of it.","biYeNOfiOe2Ms5,*uNpe+L=VMDMNM(3M*ri*ZN!0BifiOs5d+OK:aWiK17rvBR;Ih;XIrXBG*g:;XM1QBz;5:agyPWiK;tUx1R",98
997,She had hardly said the words when young Mr.,*iFX50U(5Fe3NpO85MNMeeuUXBX7k;FBuU(7INPEyrpk,44
998,"Pray what steps did you take when you found the card upon the door?” “I was staggered, sir.","*Ee8e/LOfiOUi/5,*gKN9*,*IXOX50Ueh*X5I5Y^O_UNMz<=NK;5d::Ey;oUNPEyEy7;5:QBT.;5:x6IWiK;X1P31Ik",91
999,Known to have been employed in an office in Leadenhall Street.,"bj3,jM0smUi^EYUM1NDw-,0DemVZUgp.OrR;oU,PibkOBWgrx=*1rvZPXS;tVR",62
1000,The daughter told us as much.,"*dVf(58ZV^#s5,t5:K;5rR7;IK:TR",29
